Format Version,1.25,Take Name,Take 2026-04-16 04.29.11 PM Shannon_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2026-04-16 05.00.04.041 PM,Capture Start Frame,2256765,Total Frames in Take,11802,Total Exported Frames,11802,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global
573,5.730000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.097662,-0.532589,-0.625619,0.561616,2275.700439,1483.668091,-3143.368896,2299.449951,1406.283936,-3151.554688,2281.928223,1529.585571,-3169.204834,2264.835449,1431.030762,-3106.083008,2256.587402,1567.772095,-3146.633057,2299.402100,1406.195435,-3151.506836,2281.975586,1529.721069,-3169.234863,2264.877197,1431.110962,-3106.135986,2256.546387,1567.645508,-3146.597656,2616.345459,1567.721069,-3159.863770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,5.740000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.100074,-0.530261,-0.628319,0.560378,2280.613281,1483.990601,-3142.577393,2303.741943,1406.451782,-3151.071777,2287.093018,1529.932983,-3168.307129,2269.488770,1431.331177,-3105.399170,2262.128906,1568.246338,-3145.531494,2303.679443,1406.526245,-3151.053467,2287.143799,1529.947266,-3168.314209,2269.517578,1431.435791,-3105.444092,2262.108398,1568.036255,-3145.494873,2616.331299,1567.732910,-3159.889404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,5.750000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.102135,-0.528602,-0.630339,0.559304,2285.377197,1484.355225,-3141.797363,2308.005371,1406.690796,-3150.489990,2292.063965,1530.301025,-3167.467773,2274.038086,1431.701538,-3104.676025,2267.401611,1568.727783,-3144.554932,2308.053711,1406.624512,-3150.512451,2292.048340,1530.328003,-3167.499512,2273.996094,1431.778687,-3104.661377,2267.410645,1568.690430,-3144.516113,2616.320801,1567.730957,-3159.895752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,5.760000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.104245,-0.526369,-0.631961,0.559191,2290.205322,1484.661987,-3141.067871,2312.430908,1406.912476,-3150.033203,2296.984619,1530.631592,-3166.671875,2278.796143,1431.981445,-3104.006348,2272.609131,1569.122681,-3143.560547,2312.435059,1406.920166,-3149.997070,2296.896240,1530.705078,-3166.636475,2278.801025,1431.952881,-3104.038086,2272.686768,1569.072021,-3143.599854,2616.356689,1567.710938,-3159.883057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,5.770000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.104793,-0.525164,-0.633616,0.558347,2295.084229,1485.000732,-3140.437744,2317.011475,1407.191040,-3149.613281,2302.015381,1531.007935,-3165.933105,2283.507568,1432.271606,-3103.497314,2277.802734,1569.532593,-3142.707275,2317.024414,1407.195312,-3149.597656,2301.991699,1530.979736,-3165.944336,2283.493164,1432.463867,-3103.575684,2277.828369,1569.371582,-3142.635498,2616.341553,1567.715088,-3159.865723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,5.780000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.104703,-0.524349,-0.635165,0.557369,2299.988281,1485.352539,-3139.922607,2321.683350,1407.500000,-3149.285156,2307.073486,1531.403320,-3165.296387,2288.230469,1432.564697,-3103.123535,2282.965332,1569.942261,-3141.985352,2321.705322,1407.479736,-3149.338623,2307.116943,1531.496704,-3165.357178,2288.179443,1432.604736,-3103.038086,2282.950439,1569.829956,-3141.955566,2616.304932,1567.706665,-3159.866943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,5.790000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.107356,-0.522811,-0.637196,0.555991,2304.950439,1485.614990,-3139.447510,2326.060547,1407.618042,-3148.943848,2312.281982,1531.635742,-3164.805908,2292.935303,1432.880981,-3102.654297,2288.523926,1570.325317,-3141.385498,2326.040039,1407.677124,-3148.976074,2312.348145,1531.675781,-3164.852783,2292.915771,1432.954102,-3102.612549,2288.496094,1570.136841,-3141.343750,2616.315918,1567.750122,-3159.861816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,5.800000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.109493,-0.521988,-0.638699,0.554620,2309.965576,1485.927368,-3139.137939,2330.602783,1407.808228,-3148.669678,2317.517578,1531.903442,-3164.512695,2297.712646,1433.265869,-3102.319336,2294.029541,1570.732056,-3141.049805,2330.657959,1407.648438,-3148.683105,2317.491943,1532.012085,-3164.545654,2297.677002,1433.365112,-3102.313721,2294.037842,1570.678101,-3141.012451,2616.281494,1567.770508,-3159.838867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,5.810000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.113705,-0.520082,-0.640506,0.553478,2315.132812,1486.210571,-3138.900879,2335.066162,1407.917725,-3148.505371,2322.915039,1532.107910,-3164.348389,2302.662109,1433.673584,-3101.977539,2299.888184,1571.143188,-3140.771729,2335.072021,1407.919800,-3148.484619,2322.886230,1532.147583,-3164.363525,2302.653809,1433.752441,-3102.014404,2299.921387,1571.016479,-3140.739746,2616.230469,1567.715454,-3159.815918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,5.820000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.116562,-0.519996,-0.641914,0.551329,2320.138916,1486.531616,-3138.799805,2339.488525,1408.075562,-3148.265625,2328.225098,1532.318115,-3164.352295,2307.329590,1434.163818,-3101.752441,2305.512451,1571.569214,-3140.829346,2339.565674,1408.004395,-3148.322998,2328.186279,1532.304199,-3164.357178,2307.268311,1434.249512,-3101.713379,2305.536377,1571.569214,-3140.807129,2616.254883,1567.767578,-3159.769531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,5.830000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.121150,-0.518743,-0.643375,0.549816,2325.418701,1486.863403,-3138.810547,2344.040771,1408.222168,-3148.198486,2333.761719,1532.520508,-3164.511475,2312.357910,1434.691772,-3101.574707,2311.514404,1572.019043,-3140.957764,2344.059082,1408.201416,-3148.198975,2333.743896,1532.574585,-3164.535889,2312.337158,1434.736694,-3101.571533,2311.535645,1571.939331,-3140.935303,2616.246582,1567.756348,-3159.723633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,5.840000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.125712,-0.517907,-0.644129,0.548695,2330.525879,1487.383423,-3138.913818,2348.530029,1408.578247,-3148.131348,2339.056885,1532.891113,-3164.816895,2317.293213,1435.434814,-3101.427490,2317.223389,1572.629395,-3141.279541,2348.539795,1408.544434,-3148.134766,2339.053955,1532.944214,-3164.833984,2317.281738,1435.428345,-3101.409180,2317.228027,1572.617920,-3141.277344,2616.216064,1567.770264,-3159.703613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,5.850000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.130490,-0.516971,-0.644701,0.547789,2335.695801,1487.861084,-3139.090820,2353.093506,1408.898926,-3148.126709,2344.385254,1533.213257,-3165.213135,2322.330811,1436.143433,-3101.333252,2322.973145,1573.188721,-3141.690186,2353.151611,1408.872070,-3148.180176,2344.361816,1533.220581,-3165.236572,2322.268066,1436.316040,-3101.305908,2322.998291,1573.039795,-3141.633545,2616.234619,1567.738647,-3159.660400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,5.860000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.136095,-0.515019,-0.644930,0.547995,2340.764648,1488.503540,-3139.287109,2357.579834,1409.403931,-3148.222168,2349.489258,1533.713623,-3165.643311,2327.436035,1436.996216,-3101.230225,2328.553711,1573.900879,-3142.052246,2357.592041,1409.351807,-3148.196777,2349.451660,1533.795166,-3165.654053,2327.431152,1437.010864,-3101.250488,2328.582764,1573.858887,-3142.046875,2616.251709,1567.774536,-3159.634033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,5.870000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.139949,-0.514000,-0.644380,0.548628,2345.656006,1489.304688,-3139.604492,2362.186279,1410.128540,-3148.393066,2354.325684,1534.402588,-3166.169922,2332.444824,1437.960938,-3101.286377,2333.666504,1574.726685,-3142.568604,2362.223633,1410.084595,-3148.369873,2354.243652,1534.457031,-3166.165527,2332.424561,1438.023926,-3101.327637,2333.730713,1574.653564,-3142.554932,2616.233643,1567.764526,-3159.616455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,5.880000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.143372,-0.513491,-0.643668,0.549057,2350.490234,1490.037964,-3139.921387,2366.787598,1410.791382,-3148.508057,2359.115479,1535.016724,-3166.702393,2337.375732,1438.867676,-3101.339355,2338.682373,1575.476196,-3143.135742,2366.900391,1410.710938,-3148.548828,2359.005859,1534.991577,-3166.714600,2337.292725,1439.010742,-3101.336426,2338.759766,1575.443237,-3143.086426,2616.251953,1567.758301,-3159.610352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,5.890000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.146415,-0.511858,-0.642743,0.550860,2355.005859,1490.863647,-3140.249756,2371.215576,1411.598511,-3148.831055,2363.432373,1535.795410,-3167.172607,2342.180908,1439.761353,-3101.480469,2343.194824,1576.299561,-3143.514648,2371.261963,1411.629517,-3148.875732,2363.418701,1535.842285,-3167.241455,2342.113525,1439.762695,-3101.395020,2343.227295,1576.219604,-3143.484131,2616.264648,1567.805176,-3159.625244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,5.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.150679,-0.509093,-0.641927,0.553218,2359.210449,1491.836182,-3140.670166,2375.225098,1412.539917,-3149.329346,2367.390869,1536.722778,-3167.743652,2346.756348,1440.799683,-3101.693604,2347.469238,1577.282593,-3143.913330,2375.247803,1412.500610,-3149.339600,2367.405273,1536.796753,-3167.828125,2346.723145,1440.819946,-3101.653564,2347.466309,1577.230835,-3143.862793,2616.283203,1567.795532,-3159.656982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,5.910000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.154380,-0.506179,-0.641059,0.555871,2363.292480,1492.831909,-3141.044434,2379.189453,1413.527466,-3149.843750,2371.188721,1537.704468,-3168.225586,2351.251465,1441.815918,-3101.911865,2351.540039,1578.280151,-3144.196533,2379.272461,1413.481934,-3149.864014,2371.094482,1537.799072,-3168.281006,2351.170410,1441.952881,-3101.896729,2351.634033,1578.084595,-3144.130127,2616.246094,1567.770142,-3159.677002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,5.920000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.157424,-0.502613,-0.640293,0.559127,2367.115723,1493.736694,-3141.419922,2382.977783,1414.458252,-3150.512451,2374.664062,1538.654297,-3168.625488,2355.564453,1442.655273,-3102.225098,2355.256836,1579.179321,-3144.316406,2383.115723,1414.340942,-3150.549072,2374.497314,1538.687988,-3168.624023,2355.467285,1442.795654,-3102.224609,2355.380615,1579.122803,-3144.283203,2616.268066,1567.750854,-3159.693359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,5.930000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.157774,-0.499404,-0.639778,0.562484,2370.487793,1494.695312,-3141.662109,2386.557373,1415.512695,-3151.212891,2377.672363,1539.754272,-3168.731934,2359.412354,1443.407715,-3102.599609,2358.308594,1580.106934,-3144.104004,2386.588623,1415.544312,-3151.286133,2377.717041,1539.718384,-3168.812988,2359.357910,1443.479370,-3102.510986,2358.285400,1580.040649,-3144.035645,2616.313232,1567.734741,-3159.701172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,5.940000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.160082,-0.494647,-0.639689,0.566124,2373.582520,1495.796021,-3141.883545,2389.609863,1416.673340,-3151.986572,2380.401367,1540.984497,-3168.831787,2363.022949,1444.320435,-3102.925537,2361.296143,1581.205811,-3143.790283,2389.669189,1416.630371,-3152.029541,2380.377441,1540.915405,-3168.867920,2362.977295,1444.363403,-3102.892090,2361.307129,1581.274292,-3143.745361,2616.307617,1567.747314,-3159.730469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,5.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.159978,-0.490291,-0.638916,0.570796,2376.361328,1496.937134,-3142.023682,2392.727295,1417.971558,-3152.790771,2382.668701,1542.334473,-3168.744629,2366.464355,1445.155396,-3103.297852,2363.584961,1582.287476,-3143.260986,2392.758057,1417.995361,-3152.846436,2382.696289,1542.235596,-3168.800537,2366.419434,1445.351196,-3103.280762,2363.566650,1582.174561,-3143.159180,2616.319092,1567.729980,-3159.780518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,5.960000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.160791,-0.485776,-0.638936,0.574394,2378.942139,1498.055664,-3142.078857,2395.384521,1419.195068,-3153.479736,2384.884766,1543.627319,-3168.585693,2369.541748,1446.019165,-3103.571533,2365.957764,1583.381592,-3142.677979,2395.472412,1419.119995,-3153.562988,2384.865723,1543.588501,-3168.658691,2369.461426,1446.112915,-3103.490479,2365.969727,1583.402466,-3142.603760,2616.343994,1567.707642,-3159.807129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,5.970000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.161111,-0.481272,-0.638183,0.578916,2381.307373,1499.156616,-3142.095215,2398.014648,1420.448486,-3154.147217,2386.757080,1544.917358,-3168.381348,2372.553711,1446.841064,-3103.814209,2367.903809,1584.419556,-3142.038330,2398.038818,1420.490112,-3154.177002,2386.769531,1544.808716,-3168.433594,2372.524658,1446.899902,-3103.797119,2367.896729,1584.422607,-3141.976074,2616.318848,1567.753418,-3159.845947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,5.980000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.160822,-0.477488,-0.637655,0.582699,2383.386963,1500.270630,-3142.023926,2400.351318,1421.710815,-3154.669678,2388.425537,1546.208740,-3168.081787,2375.167969,1447.692749,-3103.984619,2369.602539,1585.470337,-3141.359863,2400.378662,1421.711182,-3154.686035,2388.409424,1546.222412,-3168.123291,2375.137695,1447.681641,-3103.947510,2369.620850,1585.467163,-3141.339355,2616.316895,1567.756470,-3159.882812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,5.990000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.162329,-0.473610,-0.636903,0.586257,2385.433350,1501.482300,-3141.840088,2402.482178,1423.015381,-3154.940918,2390.084717,1547.527588,-3167.780518,2377.741211,1448.745361,-3103.910645,2371.425537,1586.640869,-3140.728027,2402.500244,1423.127686,-3154.941650,2390.052979,1547.427124,-3167.795410,2377.720947,1448.677124,-3103.895020,2371.458496,1586.697998,-3140.727783,2616.311768,1567.732178,-3159.896729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,6.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.162413,-0.470980,-0.636223,0.589084,2387.183350,1502.601074,-3141.595459,2404.423096,1424.240479,-3155.077148,2391.517334,1548.753174,-3167.400635,2379.904541,1449.704712,-3103.806641,2372.888672,1587.705933,-3140.096924,2404.447754,1424.268799,-3155.084961,2391.510742,1548.694458,-3167.459229,2379.879883,1449.650879,-3103.774658,2372.894043,1587.790405,-3140.061768,2616.346191,1567.680786,-3159.886719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,6.010000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.162962,-0.468583,-0.634800,0.592370,2388.878662,1503.792480,-3141.283936,2406.378906,1425.540161,-3155.055420,2392.819336,1550.018433,-3167.020020,2382.108398,1450.783691,-3103.558594,2374.207275,1588.828003,-3139.501709,2406.383057,1425.575928,-3155.048096,2392.830566,1549.976074,-3167.078369,2382.096436,1450.806274,-3103.561279,2374.204102,1588.809814,-3139.449219,2616.327881,1567.710083,-3159.891846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,6.020000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.164835,-0.466497,-0.633659,0.594716,2390.464844,1504.917480,-3140.898926,2408.010742,1426.700073,-3154.810303,2394.126953,1551.153809,-3166.657471,2384.075439,1451.891602,-3103.131348,2375.645996,1589.924683,-3138.996582,2408.052490,1426.717773,-3154.790039,2394.042725,1551.162476,-3166.662354,2384.047119,1451.828369,-3103.134277,2375.715332,1589.962280,-3139.009766,2616.299805,1567.727295,-3159.918701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,6.030000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.165180,-0.466520,-0.632201,0.596152,2392.010498,1506.004150,-3140.484863,2409.778809,1427.825439,-3154.331787,2395.465332,1552.217773,-3166.312744,2385.877197,1453.008057,-3102.632812,2376.920410,1590.965332,-3138.662109,2409.839600,1427.797729,-3154.329102,2395.366699,1552.305176,-3166.338135,2385.828857,1452.978638,-3102.608154,2377.001953,1590.939941,-3138.665527,2616.269775,1567.721191,-3159.915771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,6.040000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.167562,-0.465635,-0.630367,0.598118,2393.437500,1506.996460,-3140.022461,2411.284668,1428.817993,-3153.767822,2396.624023,1553.145142,-3166.000488,2387.665283,1454.093262,-3101.984375,2378.175537,1591.929932,-3138.337402,2411.308350,1428.789062,-3153.789062,2396.599854,1553.240234,-3166.029297,2387.638184,1454.084961,-3101.933838,2378.201172,1591.875854,-3138.339355,2616.305908,1567.702148,-3159.890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,6.050000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.169527,-0.465796,-0.628979,0.598899,2394.754639,1507.841309,-3139.550293,2412.622559,1429.629395,-3153.077393,2397.810791,1553.899292,-3165.704346,2389.160889,1455.069824,-3101.302979,2379.424561,1592.766968,-3138.116455,2412.666504,1429.653809,-3153.099609,2397.754395,1553.970703,-3165.757324,2389.109131,1455.040161,-3101.236572,2379.486084,1592.701172,-3138.107666,2616.296631,1567.694092,-3159.862793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,6.060000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.172286,-0.465920,-0.627844,0.599206,2396.058350,1508.577515,-3139.093994,2413.811523,1430.292480,-3152.346924,2399.045410,1554.517090,-3165.463135,2390.576660,1455.979736,-3100.592041,2380.799805,1593.520752,-3137.974121,2413.908936,1430.276611,-3152.392578,2398.929199,1554.575684,-3165.510254,2390.490967,1455.909424,-3100.493164,2380.897461,1593.547729,-3137.977783,2616.284912,1567.712646,-3159.842041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,6.070000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.174574,-0.466116,-0.626263,0.600046,2397.415039,1509.212402,-3138.623047,2415.185303,1430.888428,-3151.619629,2400.256348,1555.044189,-3165.195068,2392.133057,1456.770874,-3099.880615,2382.084961,1594.146240,-3137.796387,2415.245850,1430.833008,-3151.666748,2400.230957,1555.078735,-3165.278076,2392.076172,1456.785889,-3099.803467,2382.106201,1594.151978,-3137.744873,2616.251465,1567.748291,-3159.825684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,6.080000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.176669,-0.466434,-0.624992,0.600511,2398.595703,1509.677368,-3138.209717,2416.346680,1431.307495,-3150.953613,2401.341797,1555.405029,-3164.970947,2393.448975,1457.387451,-3099.245117,2383.245361,1594.609863,-3137.669922,2416.383789,1431.289429,-3150.984131,2401.333252,1555.376953,-3165.027100,2393.410889,1457.440674,-3099.214111,2383.254639,1594.603149,-3137.613770,2616.240234,1567.718872,-3159.788086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,6.090000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,57.698101,20.499701,-14.700500,0.047771,-0.013570,0.015998,-15.666301,-52.738201,18.801300,-93.396698,0.129960,17.611099,-0.178700,-0.466644,-0.623678,0.601112,2399.774658,1510.042114,-3137.788574,2417.523682,1431.634277,-3150.299805,2402.408691,1555.671387,-3164.728271,2394.783691,1457.894653,-3098.613037,2384.382324,1594.968140,-3137.512939,2417.589844,1431.623291,-3150.378418,2402.389404,1555.619507,-3164.798584,2394.714111,1457.952271,-3098.524902,2384.403320,1594.974609,-3137.452393,2616.261475,1567.754028,-3159.732666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
